1,11521518
2,13990191
3,67138378
4,16084735
5,6801497
6,14384149
7,11991596
8,2845256
9,770081
10,1003964
11,443261
12,530640
13,481633
14,547467
15,342897
16,530833
17,228847
18,328360
19,572620
20,328657
21,145162
22,160779
23,131344
24,204823
25,114418
26,142425
27,96521
28,126477
29,82555
30,181646
31,66820
32,96452
33,52746
34,63859
35,43177
36,63563
37,37028
38,47489
39,38947
40,84293
41,27826
42,44512
43,26204
44,35130
45,31626
46,33799
47,29009
48,46156
49,27706
50,40577
51,23378
52,23815
53,13629
54,25030
55,13464
56,24390
57,11817
58,18200
59,21902
60,27924
61,10334
62,12791
63,10931
64,30086
65,20507
66,14035
67,12079
68,12515
69,8226
70,16509
71,8161
72,15155
73,6144
74,12382
75,8739
76,9265
77,6195
78,10718
79,9848
80,15453
81,6692
82,7810
83,5372
84,10616
85,5687
86,7112
87,5746
88,9809
89,5259
90,11221
91,5060
92,7556
93,5266
94,5994
95,4699
96,8660
97,4712
98,8105
99,5665
100,8395
101,13615
102,6737
103,3995
104,6453
105,4719
106,5228
107,3842
108,5956
109,4031
110,6554
111,4017
112,5677
113,3394
114,5106
115,3632
116,4393
117,3642
118,4278
119,3334
120,7124
121,3253
122,4381
123,3235
124,3929
125,3278
126,4020
127,2967
128,4531
129,3181
130,4663
131,2799
132,3954
133,2743
134,3102
135,15423
136,27378
137,77126
138,142973
139,30719
140,16192
141,2708
142,2719
143,2539
144,3687
145,2457
146,2825
147,2452
148,3018
149,2354
150,3527
151,2308
152,2982
153,2281
154,2590
155,2245
156,2886
157,2177
158,2748
159,2440
160,3729
161,4252
162,6829
163,7855
164,18424
165,118977
166,213065
167,34217
168,76024
169,86005
170,162163
171,94831
172,108010
173,224185
174,211795
175,216220
176,154826
177,287523
178,151792
179,33000
180,232352
181,614107
182,393458
183,85112
184,4314
185,1632
186,1981
187,1573
188,1796
189,1722
190,1981
191,1520
192,2124
193,1465
194,1589
195,1598
196,1816
197,1428
198,1723
199,1385
200,2109
201,1451
202,1473
203,1410
204,1706
205,1349
206,1379
207,1414
208,1788
209,1361
210,1956
211,1204
212,1287
213,1211
214,1244
215,1193
216,1555
217,1104
218,1270
219,1237
220,1377
221,1124
222,1248
223,994
224,1308
225,1175
226,1212
227,1038
228,1284
229,1081
230,1232
231,1101
232,1206
233,965
234,1185
235,948
236,1139
237,951
238,1060
239,933
240,1375
241,860
242,971
243,1025
244,1005
245,910
246,1012
247,878
248,1003
249,936
250,1095
251,858
252,1091
253,843
254,830
255,887
256,1036
257,810
258,1049
259,756
260,1096
261,887
262,789
263,768
264,975
265,736
266,800
267,830
268,805
269,685
270,990
271,1706
272,840
273,764
274,733
275,716
276,813
277,714
278,739
279,774
280,861
281,643
282,778
283,603
284,727
285,729
286,679
287,620
288,810
289,595
290,701
291,711
292,575
293,579
294,765
295,558
296,613
297,663
298,623
299,544
300,790
301,716
302,536
303,599
304,574
305,528
306,654
307,512
308,564
309,620
310,601
311,496
312,838
313,483
314,538
315,594
316,529
317,454
318,647
319,438
320,609
321,547
322,574
323,794
324,588
325,500
326,464
327,474
328,540
329,412
330,635
331,445
332,439
333,531
334,472
335,410
336,719
337,395
338,459
339,451
340,466
341,404
342,514
343,384
344,537
345,417
346,423
347,413
348,505
349,411
350,500
351,423
352,412
353,381
354,436
355,379
356,432
357,381
358,385
359,341
360,500
361,331
362,327
363,397
364,382
365,952
366,443
367,348
368,385
369,361
370,376
371,297
372,400
373,341
374,326
375,362
376,336
377,342
378,514
379,278
380,343
381,310
382,297
383,260
384,403
385,304
386,308
387,351
388,333
389,251
390,372
391,245
392,341
393,269
394,290
395,285
396,363
397,282
398,277
399,315
400,293
401,257
402,340
403,275
404,291
405,309
406,292
407,249
408,324
409,230
410,292
411,303
412,234
413,228
414,324
415,229
416,258
417,393
418,250
419,260
420,414
421,271
422,226
423,245
424,225
425,216
426,278
427,217
428,258
429,273
430,255
431,182
432,273
433,205
434,241
435,250
436,216
437,203
438,301
439,183
440,234
441,250
442,259
443,297
444,266
445,195
446,191
447,190
448,256
449,170
450,275
451,197
452,183
453,215
454,185
455,190
456,248
457,179
458,191
459,222
460,205
461,178
462,212
463,162
464,200
465,268
466,229
467,188
468,243
469,184
470,176
471,184
472,178
473,142
474,235
475,152
476,194
477,189
478,168
479,167
480,250
481,182
482,150
483,173
484,175
485,158
486,174
487,139
488,179
489,164
490,180
491,155
492,195
493,177
494,163
495,175
496,179
497,122
498,159
499,141
500,169
501,148
502,145
503,155
504,214
505,117
506,140
507,163
508,167
509,125
510,158
511,144
512,179
513,291
514,145
515,230
516,183
517,125
518,139
519,137
520,174
521,111
522,195
523,129
524,131
525,126
526,130
527,100
528,191
529,97
530,167
531,150
532,134
533,130
534,167
535,109
536,130
537,116
538,122
539,117
540,199
541,102
542,118
543,112
544,111
545,100
546,175
547,92
548,140
549,118
550,128
551,117
552,115
553,102
554,93
555,110
556,103
557,107
558,133
559,123
560,138
561,140
562,110
563,77
564,135
565,108
566,107
567,125
568,111
569,94
570,307
571,92
572,110
573,111
574,124
575,92
576,121
577,89
578,111
579,93
580,120
581,102
582,253
583,86
584,102
585,140
586,100
587,91
588,170
589,60
590,112
591,99
592,86
593,88
594,130
595,79
596,92
597,92
598,90
599,93
600,148
601,84
602,140
603,100
604,84
605,92
606,115
607,87
608,92
609,74
610,99
611,83
612,118
613,84
614,68
615,78
616,86
617,68
618,100
619,81
620,465
621,80
622,78
623,72
624,132
625,86
626,77
627,116
628,78
629,70
630,164
631,61
632,68
633,79
634,67
635,58
636,265
637,76
638,71
639,74
640,90
641,61
642,92
643,62
644,63
645,102
646,71
647,50
648,93
649,72
650,92
651,66
652,64
653,75
654,85
655,71
656,76
657,73
658,71
659,53
660,559
661,67
662,65
663,68
664,76
665,192
666,84
667,63
668,77
669,79
670,99
671,56
672,135
673,59
674,69
675,253
676,59
677,49
678,79
679,67
680,1811
681,66
682,62
683,59
684,82
685,429
686,88
687,52
688,54
689,58
690,1928
691,61
692,58
693,80
694,51
695,695
696,75
697,61
698,50
699,47
700,1875
701,61
702,85
703,41
704,71
705,4914
706,47
707,54
708,53
709,60
710,3564
711,44
712,40
713,46
714,80
715,2541
716,56
717,70
718,44
719,41
720,1756
721,44
722,51
723,59
724,54
725,3244
726,71
727,48
728,83
729,56
730,3932
731,33
732,50
733,39
734,36
735,7908
736,49
737,34
738,72
739,32
740,2351
741,62
742,83
743,31
744,1346
745,6721
746,42
747,54
748,52
749,43
750,6163
751,39
752,35
753,54
754,48
755,7356
756,213
757,32
758,49
759,46
760,5217
761,46
762,57
763,41
764,44
765,7763
766,36
767,34
768,75
769,34
770,4098
771,45
772,41
773,39
774,41
775,7996
776,45
777,40
778,47
779,23
780,9514
781,45
782,48
783,52
784,50
785,6304
786,45
787,34
788,45
789,50
790,7002
791,29
792,1087
793,30
794,33
795,6591
796,40
797,24
798,1431
799,30
800,11741
801,28
802,33
803,280
804,1517
805,7908
806,44
807,44
808,40
809,25
810,11949
811,23
812,63
813,35
814,39
815,4488
816,4309
817,26
818,37
819,40
820,4273
821,36
822,2676
823,22
824,36
825,9393
826,46
827,26
828,4209
829,27
830,7827
831,28
832,45
833,29
834,3892
835,3710
836,31
837,38
838,33
839,37
840,7185
841,30
842,22
843,40
844,37
845,8778
846,14695
847,21
848,30
849,42
850,7082
851,35
852,7043
853,31
854,37
855,3309
856,31
857,35
858,4868
859,22
860,4957
861,34
862,18
863,31
864,5888
865,2035
866,31
867,40
868,67
869,23
870,8342
871,23
872,31
873,24
874,29
875,4225
876,14161
877,25
878,27
879,53
880,2545
881,19
882,13261
883,13
884,36
885,4226
886,22
887,22
888,14233
889,30
