1,241983052
2,179999251
3,8312810
4,9825876
5,3122972
6,2863728
7,1358905
8,1396730
9,1013807
10,761151
11,485008
12,518799
13,309702
14,320430
15,232466
16,250437
17,162382
18,176746
19,125374
20,141297
21,98570
22,111482
23,80018
24,97086
25,69057
26,71295
27,57981
28,66851
29,45956
30,56810
31,39063
32,47777
33,37169
34,39866
35,30065
36,33284
37,25459
38,30765
39,23354
40,26074
41,19947
42,22610
43,17829
44,20696
45,17050
46,19702
47,14113
48,17835
49,13208
50,16195
51,12518
52,14030
53,10587
54,12979
55,10049
56,11161
57,10115
58,11636
59,8919
60,10315
61,8020
62,9082
63,7726
64,8869
65,7430
66,7536
67,6374
68,7924
69,6420
70,7124
71,6104
72,7729
73,6165
74,6952
75,5384
76,6116
77,4763
78,6100
79,5094
80,5652
81,4687
82,4889
83,4213
84,4694
85,4087
86,5105
87,3930
88,4796
89,3654
90,4534
91,3371
92,4308
93,3399
94,3873
95,3131
96,4138
97,2972
98,3349
99,3039
100,3430
101,2715
102,3823
103,2656
104,2942
105,2590
106,2820
107,2577
108,3562
109,2242
110,2691
111,2324
112,2865
113,2254
114,2294
115,1986
116,2853
117,2271
118,2371
119,1988
120,2167
121,1838
122,1980
123,1955
124,3532
125,1925
126,1854
127,1840
128,1835
129,1802
130,3401
131,1623
132,4183
133,3084
134,2890
135,3280
136,7766
137,4626
138,7089
139,6048
140,8135
141,21500
142,11906
143,8825
144,9200
145,9188
146,18617
147,22989
148,18452
149,27557
150,31198
151,29898
152,27846
153,34365
154,24120
155,31937
156,36913
157,30880
158,42007
159,35552
160,38732
161,39361
162,42538
163,31967
164,33557
165,42702
166,39456
167,35088
168,17020
169,30898
170,32046
171,27869
172,22590
173,21140
174,24325
175,12252
176,20505
177,14320
178,13943
179,10376
180,9045
181,8387
182,6694
183,8487
184,9000
185,3808
186,2755
187,2361
188,2378
189,2320
190,2604
191,745
192,913
193,761
194,841
195,766
196,3768
197,2292
198,1091
199,940
200,1555
201,693
202,924
203,742
204,2758
205,680
206,1125
207,808
208,872
209,605
210,823
211,687
212,805
213,671
214,657
215,651
216,931
217,628
218,793
219,669
220,636
221,583
222,945
223,584
224,579
225,620
226,781
227,565
228,900
229,531
230,620
231,576
232,706
233,682
234,514
235,429
236,571
237,479
238,585
239,530
240,620
241,507
242,661
243,449
244,551
245,445
246,507
247,479
248,643
249,470
250,485
251,492
252,523
253,467
254,437
255,471
256,491
257,423
258,486
259,401
260,594
261,442
262,476
263,439
264,437
265,426
266,556
267,502
268,435
269,351
270,428
271,380
272,484
273,414
274,536
275,352
276,570
277,350
278,409
279,346
280,549
281,343
282,579
283,355
284,582
285,365
286,605
287,333
288,417
289,334
290,631
291,316
292,527
293,319
294,464
295,325
296,472
297,397
298,557
299,343
300,2377
301,460
302,572
303,339
304,499
305,341
306,784
307,343
308,476
309,300
310,574
311,327
312,554
313,249
314,453
315,283
316,726
317,291
318,576
319,283
320,575
321,266
322,531
323,293
324,618
325,351
326,489
327,327
328,431
329,266
330,536
331,273
332,539
333,285
334,507
335,276
336,438
337,269
338,432
339,285
340,532
341,270
342,416
343,268
344,385
345,331
346,405
347,344
348,426
349,280
350,347
351,293
352,431
353,266
354,321
355,218
356,312
357,219
358,236
359,200
360,448
361,246
362,254
363,271
364,279
365,210
366,280
367,217
368,298
369,233
370,268
371,233
372,229
373,181
374,195
375,181
376,236
377,257
378,210
379,148
380,218
381,202
382,197
383,150
384,228
385,180
386,233
387,192
388,193
389,176
390,220
391,152
392,230
393,158
394,178
395,161
396,222
397,165
398,176
399,205
400,333
401,157
402,209
403,134
404,176
405,190
406,184
407,158
408,214
409,130
410,168
411,184
412,167
413,168
414,179
415,177
416,174
417,175
418,375
419,206
420,164
421,136
422,153
423,258
424,176
425,153
426,217
427,140
428,153
429,224
430,172
431,162
432,183
433,162
434,322
435,185
436,145
437,151
438,249
439,141
440,276
441,183
442,169
443,163
444,188
445,135
446,352
447,224
448,132
449,120
450,234
451,142
452,201
453,196
454,144
455,149
456,241
457,100
458,144
459,223
460,170
461,118
462,223
463,104
464,279
465,295
466,141
467,117
468,224
469,142
470,156
471,176
472,114
473,130
474,280
475,111
476,178
477,233
478,124
479,102
480,236
481,89
482,132
483,247
484,174
485,133
486,287
487,108
488,114
489,251
490,103
491,97
492,208
493,108
494,115
495,219
496,116
497,124
498,256
499,92
500,124
501,194
502,118
503,76
504,200
505,132
506,111
507,173
508,130
509,94
510,259
511,100
512,95
513,154
514,124
515,92
516,163
517,113
518,77
519,153
520,96
521,105
522,143
523,79
524,113
525,126
526,102
527,72
528,163
529,81
530,250
531,139
532,93
533,81
534,114
535,61
536,97
537,75
538,106
539,91
540,119
541,68
542,79
543,97
544,116
545,75
546,96
547,96
548,84
549,93
550,112
551,68
552,128
553,62
554,91
555,72
556,85
557,78
558,90
559,90
560,137
561,86
562,96
563,73
564,159
565,90
566,91
567,74
568,117
569,62
570,90
571,108
572,119
573,86
574,67
575,74
576,95
577,79
578,91
579,69
580,110
581,70
582,72
583,66
584,128
585,80
586,71
587,69
588,148
589,71
590,86
591,58
592,103
593,87
594,75
595,86
596,128
597,71
598,69
599,78
600,148
601,92
602,261
603,69
604,151
605,64
606,92
607,87
608,128
609,55
610,64
611,58
612,148
613,64
614,79
615,68
616,100
617,68
618,71
619,60
620,158
621,66
622,72
623,55
624,148
625,39
626,62
627,55
628,123
629,49
630,69
631,47
632,180
633,71
634,40
635,59
636,158
637,45
638,85
639,79
640,157
641,55
642,99
643,51
644,189
645,63
646,63
647,62
648,161
649,64
650,56
651,65
652,144
653,40
654,67
655,44
656,110
657,63
658,82
659,81
660,157
661,49
662,61
663,50
664,146
665,63
666,48
667,51
668,129
669,55
670,70
671,62
672,109
673,51
674,47
675,61
676,96
677,57
678,60
679,35
680,177
681,52
682,53
683,61
684,123
685,60
686,42
687,46
688,109
689,47
690,64
691,46
692,104
693,50
694,51
695,66
696,85
697,53
698,52
699,58
700,84
701,45
702,66
703,38
704,117
705,82
706,54
707,38
708,98
709,48
710,76
711,48
712,69
713,53
714,71
715,96
716,39
717,53
718,49
719,47
720,84
721,36
722,59
723,52
724,66
725,48
726,59
727,41
728,59
729,74
730,94
731,94
732,59
733,32
734,56
735,69
736,62
737,33
738,32
739,47
740,91
741,53
742,52
743,46
744,48
745,60
746,40
747,35
748,43
749,57
750,74
751,40
752,58
753,34
754,48
755,86
756,47
757,63
758,38
759,61
760,99
761,54
762,41
763,35
764,53
765,88
766,37
767,35
768,95
769,30
770,82
771,41
772,83
773,43
774,40
775,76
776,34
777,27
778,33
779,41
780,88
781,40
782,38
783,50
784,48
785,77
786,35
787,33
788,35
789,34
790,100
791,33
792,46
793,28
794,44
795,96
796,31
797,35
798,52
799,48
800,91
801,34
802,60
803,43
804,37
805,87
806,54
807,33
808,45
809,35
810,95
